AirportCode,Name,StateCode
15049,"Savoonga, AK: Savoonga Airport",AK
15061,"Stevens Village, AK: Stevens Village Airport",AK
15063,"Sparrevohn, AK: Sparrevohn LRRS",AK
15069,"Seward, AK: Seward Airport",AK
15085,"Sheldon Point, AK: Nunam Iqua",AK
15086,"Soldotna, AK: Soldotna Airport",AK
15090,"Shemya, AK: Eareckson AS",AK
15091,"Seal Bay, AK: Seal Bay Airport",AK
15124,"Tanana, AK: Ralph M Calhoun Memorial",AK
15160,"Takotna, AK: Takotna Airport",AK
15170,"Tetlin, AK: Tetlin Airport",AK
15171,"Tatitlek, AK: Tatitlek Airport",AK
15228,"Talkeetna, AK: Talkeetna Airport",AK
15231,"Tenakee, AK: Tenakee Airport",AK
15235,"Tokeen, AK: Tokeen Airport",AK
15236,"Tok, AK: Tok Junction",AK
15238,"Taku Lodge, AK: Taku Seaplane Base",AK
15245,"Teller, AK: Teller Airport",AK
15248,"Telida, AK: Telida Airport",AK
15250,"Tatalina, AK: Tatalina LRRS",AK
15257,"Tuluksak, AK: Tuluksak Airport",AK
15278,"Tin City, AK: Tin City LRRS",AK
15282,"Tununak, AK: Tununak Airport",AK
15293,"Togiak, AK: Togiak Airport",AK
15339,"Tanacross, AK: Tanacross Airport",AK
15385,"Twin Hills, AK: Twin Hills Airport",AK
15388,"Taylor, AK: Taylor Airport",AK
15406,"Tyonek, AK: Tyonek Airport",AK
15443,"Ugashik, AK: Ugashik Airport",AK
15444,"Pilot Point, AK: Ugashik Bay",AK
15446,"Uganik, AK: Uganik Airport",AK
15448,"Ugashik, AK: Ugashik Airport",AK
15467,"Umnak, AK: North Shore",AK
15470,"Summit, AK: Summit Airport",AK
15472,"Umiat, AK: Umiat Airport",AK
15478,"Unalakleet, AK: Unalakleet Airport",AK
15479,"Umnak, AK: Umnak Airport",AK
15485,"Queens, AK: The Queens",AK
15494,"Usibelli, AK: Usi Belli Coal Mine",AK
15504,"Utopia, AK: Indian Mountain LRRS",AK
15508,"Kuparuk, AK: North Kuparuk",AK
15515,"Lik Camp, AK: Lik Camp Airport",AK
15523,"Calder Bay, AK: Calder Bay Airport",AK
15526,"Chariot, AK: Chariot Airport",AK
15527,"47-Mile Mine, AK: 47-Mile Mine Airport",AK
15554,"Chevak, AK: Chevak Airport",AK
15565,"View Cove, AK: View Cove Airport",AK
15579,"Valdez, AK: Valdez Pioneer Field",AK
15581,"Venetie, AK: Venetie Airport",AK
15599,"Kavik River, AK: Kavik River Airport",AK
15671,"Granite Creek Mine, AK: Granite Creek Mine Airport",AK
15676,"Marvel Creek Mine, AK: Marvel Creek Mine Airport",AK
15677,"Mitrofania, AK: Mitrofania Airport",AK
15678,"Mush Bay, AK: Mush Bay Airport",AK
15679,"Campbell Lagoon, AK: Campbell Lagoon Airport",AK
15680,"Frazer Lake, AK: Frazer Lake Airport",AK
15681,"Afognak Straits, AK: Afognak Straits Airport",AK
15682,"Moffet Bay, AK: Moffet Bay Airport",AK
15688,"Jensens Strip, AK: Jensens Strip Airport",AK
15689,"Wildman Creek, AK: Wildman Creek Airport",AK
15690,"Stepovak, AK: Stepovak Airport",AK
15692,"Puale Bay, AK: Puale Bay Airport",AK
15693,"Katmai Bay, AK: Katmai Bay Airport",AK
15694,"Kashvik Bay, AK: Kashvik Bay Airport",AK
15695,"Cinder Mountain, AK: Cinder Mountain Airport",AK
15696,"Hagemeister Island, AK: Hagemeister Island Airport",AK
15697,"Cape Peirce, AK: Cape Peirce Airport",AK
15698,"Cape Greig, AK: Cape Greig Airport",AK
15700,"Katmai Lodge, AK: Katmai Lodge Airport",AK
15709,"Wales, AK: Wales Airport",AK
15721,"Stebbins, AK: Stebbins Airport",AK
15725,"Beaver, AK: Beaver Airport",AK
15730,"Whalers Cove Lodge, AK: Whalers Cove Lodge Airport",AK
15731,"Chandalar, AK: Chandalar Lake",AK
15732,"Wide Bay, AK: Wide Bay Airport",AK
15741,"Ketchikan, AK: Ketchikan Waterfront Seaplane Base",AK
15754,"Hyder, AK: Hyder Seaplane Base",AK
15774,"Aleknagik, AK: Aleknagik New",AK
15781,"Labouchere Bay, AK: Labouchere Bay Airport",AK
15785,"Selawik, AK: Selawik Airport",AK
15793,"Meyers Chuck, AK: Meyers Chuck Seaplane Base",AK
15794,"White Mountain, AK: White Mountain Airport",AK
15798,"Napakiak, AK: Napakiak Airport",AK
15805,"Wood River, AK: Wood River Airport",AK
15807,"Willow, AK: Willow Airport",AK
15822,"Peard Bay, AK: Peard Bay Airport",AK
15824,"Bluff, AK: Bluff Airport",AK
15830,"Naknek, AK: Tibbetts",AK
15835,"David River, AK: David River Airport",AK
15836,"Kiavak, AK: Kiavak Airport",AK
15837,"Port Wakefield, AK: Port Wakefield Airport",AK
15838,"Chignik Lake, AK: Chignik Lake Airport",AK
15841,"Wrangell, AK: Wrangell Airport",AK
15846,"Steamboat Bay, AK: Steamboat Bay Airport",AK
15849,"Wasilla, AK: Wasilla Airport",AK
15850,"San Juan, AK: San Juan Airport",AK
15852,"Wiseman, AK: Wiseman Airport",AK
15853,"South Naknek, AK: South Naknek 2",AK
15861,"Noatak, AK: Noatak Airport",AK
15862,"Tuntutuliak, AK: Tuntutuliak Airport",AK
15866,"Whittier, AK: Whittier Airport",AK
15881,"Wasilla, AK: Wasilla Airport",AK
15885,"Whale Pass, AK: Whale Pass Airport",AK
15887,"Newtok, AK: Newtok Airport",AK
15894,"Yes Bay, AK: Yes Bay Lodge Seaplane Base",AK
15934,"Granite Point, AK: Granite Point Ndb",AK
15936,"Yantarni Bay, AK: Yantarni Bay Airport",AK
15952,"Oliktok, AK: Oliktok LRRS",AK
15953,"Nushagak Bay, AK: Nushagak Bay Airport",AK
15991,"Yakutat, AK: Yakutat Airport",AK
16311,"Nyac, AK: Nyac Airport",AK
16339,"Illinois Creek, AK: Illinois Creek Airport",AK
16340,"Chomondely Sound, AK: Chomondely Sound Airport",AK
16341,"Coal Bay, AK: Coal Bay Airport",AK
16342,"Happy Harbour, AK: Happy Harbour Airport",AK
16343,"Lancaster Cove, AK: Lancaster Cove Airport",AK
16344,"Reid Cove, AK: Reid Cove Airport",AK
16345,"Saltery Cove, AK: Saltery Cove Airport",AK
16346,"Clover Bay, AK: Clover Bay Airport",AK
16347,"El Capitan, AK: El Capitan Peak",AK
16348,"Salmon Bay Lake, AK: Salmon Bay Lake Airport",AK
16390,"Beluga, AK: Beluga Airport",AK
16392,"McCord, AK: McCord Seaplane Base",AK
16396,"Nellie Juan, AK: Nellie Juan Airport",AK
16404,"South Naknek, AK: Peter Pan Seafoods",AK
16427,"Tuxekan Island, AK: Naukati Bay Seaplane Base",AK
16472,"Independence Creek, AK: Independence Creek Airport",AK
16489,"Seward Peninsula, AK: Kelly Creek Airstrip",AK
16490,"Bear Fish Camp, AK: Bear Fish Camp Airport",AK
16505,"Fairbanks, AK: Gold King Creek",AK
16508,"Squaw Lake, AK: Squaw Lake Airport",AK
16567,"Akun, AK: Akun Airport",AK
16580,"Qugruc, AK: Qugruc Airport",AK
16581,"Gold King 2, AK: Gold King 2 Airport",AK
16584,"Rampart, AK: Hunter Creek Mine",AK
16621,"Zips, AK: Zips Airport",AK
16630,"Tolstoi Bay, AK: Tolstoi Bay Airport",AK
16662,"Naknek-1, AK: Icicle Seafoods",AK
16668,"Deadhorse1, AK: Point Thomson Airstrip",AK
16696,"Smith Bay, AK: Smith Bay Airport",AK
16698,"Dune Lake, AK: Dune Lake Airport",AK
16720,"Fairbanks1, AK: Van Curlers Sandbar",AK
16723,"Nakochna, AK: Nakochna Airport",AK
16803,"Paxson, AK: Paxson Airport",AK
16804,"Napaimute, AK: Napaimute Pioneer Airfield",AK
16818,"Nikisha, AK: McGahan Industrial Park",AK
16894,"Healy, AK: Wood River Lodge",AK
16923,"Mertarvik, AK: Mertarvik Quarry Road Landing Strip",AK
16929,"Deer Park, AK: Deer Park Airport",AK
10010,"Hudson, NY: Columbia County",NY
10257,"Albany, NY: Albany International",NY
10361,"Watertown, NY: Watertown International",NY
10445,"Alexandria Bay, NY: Maxson Airfield",NY
10577,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",NY
10792,"Buffalo, NY: Buffalo Niagara International",NY
11169,"Calverton, NY: Calverton Executive Airpark",NY
11174,"Cortland, NY: Cortland County Chase Field",NY
11331,"Dunkirk, NY: Chautauqua County/Dunkirk",NY
11391,"Fort Drum, NY: Wheeler-Sack AAF",NY
11537,"Elmira/Corning, NY: Elmira/Corning Regional",NY
11675,"Fishers Island, NY: Elizabeth Field",NY
11703,"New York, NY: Flushing",NY
11728,"Westhampton, NY: Francis S. Gabreski",NY
11764,"East Farmingdale, NY: Republic",NY
11899,"Glens Falls, NY: Floyd Bennett Memorial",NY
12029,"Batavia, NY: Genesee County",NY
12197,"White Plains, NY: Westchester County",NY
12222,"East Hampton, NY: East Hampton Airport",NY
12265,"Niagara Falls, NY: Niagara Falls International",NY
12391,"Islip, NY: Long Island MacArthur",NY
12397,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",NY
12478,"New York, NY: John F. Kennedy International",NY
12490,"Garden City, NY: Island Heliport",NY
12494,"Jamestown, NY: Chautauqua County/Jamestown",NY
12541,"New York, NY: Pan Am Building Heliport",NY
12545,"New York, NY: West 30th Street Heliport",NY
12546,"New York, NY: Downtown Manhattan/Wall Street Heliport",NY
12548,"New York, NY: East 60th Street Heliport",NY
12953,"New York, NY: LaGuardia",NY
13008,"Lake Placid, NY: Lake Placid Airport",NY
13275,"Montgomery, NY: Orange County",NY
13490,"Massena, NY: Massena International-Richards Field",NY
13493,"Monticello, NY: Sullivan County International",NY
13507,"Montauk Point, NY: Sky Portal",NY
13613,"Newburgh, NY: Newburgh Airport",NY
13781,"Kingston, NY: Kingston Ulster",NY
13782,"Fulton, NY: Oswego County",NY
13783,"Oneonta, NY: F and F Airpark Inc",NY
13784,"New York, NY: New York City Metropolitan Area",NY
13832,"Ogdensburg, NY: Ogdensburg International",NY
13845,"Norwich, NY: Eaton",NY
13861,"Olean, NY: Cattaraugus County-Olean",NY
13884,"Oneonta, NY: Oneonta Municipal",NY
14025,"Plattsburgh, NY: Plattsburgh International",NY
14143,"Plattsburgh, NY: Clinton County",NY
14212,"Poughkeepsie, NY: Hudson Valley Regional",NY
14553,"Rome, NY: Griffiss International",NY
14576,"Rochester, NY: Greater Rochester International",NY
14607,"Seneca, NY: Seneca AAF",NY
14713,"Schenectady, NY: Schenectady County",NY
14875,"Saranac Lake/Lake Placid, NY: Adirondack Regional",NY
15070,"Newburgh/Poughkeepsie, NY: New York Stewart International",NY
15089,"Sidney, NY: Sidney Municipal",NY
15096,"Syracuse, NY: Syracuse Hancock International",NY
15346,"New York, NY: East 34th Street Heliport",NY
15431,"Utica/Rome, NY: Oneida County",NY
15656,"Saratoga Springs, NY: Saratoga County",NY
15813,"Ovid, NY: Ovid Airport",NY
15848,"Shirley, NY: Brookhaven",NY
15859,"New York, NY: World Trade Center Heliport",NY
16425,"Potsdam, NY: Potsdam Municipal Damon Field",NY
16442,"Millbrook, NY: Sky Acres",NY
16454,"Hamilton, NY: Hamilton Municipal",NY
16498,"Skaneateles, NY: Skaneateles Aero Drome",NY
16499,"Johnstown, NY: Fulton County",NY
16512,"Mattituck, NY: Mattituck Airport",NY
16569,"Hornell, NY: Hornell Municipal",NY
16571,"Penn Yan, NY: Penn Yan Airport",NY
16680,"Canandaigua, NY: Canandaigua Airport",NY
16704,"Brockport, NY: Ledgedale Airpark",NY
16715,"Seneca Falls, NY: Finger Lakes Regional",NY
16724,"Ticonderoga, NY: Ticonderoga Municipal",NY
16815,"Southampton, NY: Southampton Heliport",NY
16830,"Port Washington, NY: Sands Point Seaplane Base",NY
16831,"Suffolk, NY: Sebonac",NY
16832,"New York, NY: New York Skyports Seaplane Base",NY
16863,"South Bethlehem, NY: South Albany",NY
16867,"Ellenville, NY: Joseph Y Resnick",NY
16904,"Millbrook, NY: Johnson Landing Strip",NY
16925,"Malone, NY: Malone Dufort",NY
10011,"Peach Springs, AZ: Grand Canyon West",AZ
10436,"Tucson, AZ: Marana Regional",AZ
10463,"Grand Canyon, AZ: Valle",AZ
10464,"Williams, AZ: H. A. Clark Memorial Field",AZ
10465,"Glendale, AZ: Glendale Municipal",AZ
10466,"Phoenix, AZ: Phoenix - Mesa Gateway",AZ
10583,"Bagdad, AZ: Bagdad Airport",AZ
10590,"Bullhead City, AZ: Laughlin/Bullhead International",AZ
10765,"Bisbee, AZ: Bisbee Municipal",AZ
10958,"Clifton, AZ: Greenlee County",AZ
10979,"Casa Grande, AZ: Casa Grande Municipal",AZ
10982,"Chandler, AZ: Chandler Municipal",AZ
11173,"Cottonwood, AZ: Cottonwood Airport",AZ
11344,"Tucson, AZ: Davis Monthan AFB",AZ
11398,"Peach Springs, AZ: Grand Canyon West",AZ
11399,"Whitmore, AZ: Grand Canyon Bar Ten Airstrip",AZ
11403,"Peach Springs, AZ: Hualapai",AZ
11440,"Douglas, AZ: Bisbee Douglas International",AZ
11450,"Phoenix, AZ: Phoenix - Deer Valley",AZ
11673,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF",AZ
11695,"Flagstaff, AZ: Flagstaff Pulliam",AZ
11803,"Wickenburg, AZ: Wickenburg Municipal",AZ
11869,"Grand Canyon, AZ: Grand Canyon National Park",AZ
12054,"Goodyear, AZ: Phoenix Goodyear",AZ
12061,"Havasupai, AZ: Havasupai Airport",AZ
12132,"Lake Havasu City, AZ: Lake Havasu City Airport",AZ
12157,"Holbrook, AZ: Holbrook Municipal",AZ
12297,"Kingman, AZ: Kingman Airport",AZ
12351,"Winslow, AZ: Winslow-Lindbergh Regional",AZ
12483,"Grand Canyon, AZ: Grand Canyon Heliport",AZ
12973,"Lake Havasu City, AZ: Lake Havasu City Airport",AZ
13102,"Phoenix, AZ: Luke AFB",AZ
13480,"Mesa, AZ: Falcon Field",AZ
13536,"Kayenta, AZ: Kayenta Airport",AZ
13572,"Marble Canyon, AZ: Cliff Dwellers",AZ
13587,"Marana, AZ: Pinal Airpark",AZ
13659,"Grand Canyon, AZ: North Rim",AZ
13785,"Yuma, AZ: Yuma MCAS/Yuma International",AZ
13868,"Nogales, AZ: Nogales International",AZ
14081,"Page, AZ: Page Municipal",AZ
14091,"Peach Springs, AZ: Peach Springs Dirt Strip",AZ
14107,"Phoenix, AZ: Phoenix Sky Harbor International",AZ
14126,"Payson, AZ: Payson Airport",AZ
14237,"Prescott, AZ: Prescott Regional Ernest A Love Field",AZ
14344,"Globe, AZ: San Carlos Apache",AZ
14431,"Window Rock, AZ: Window Rock Airport",AZ
14673,"Safford, AZ: Safford Regional",AZ
14712,"Phoenix, AZ: Scottsdale",AZ
14744,"Sedona, AZ: Sedona Airport",AZ
14837,"St. Johns, AZ: St. Johns Industrial Air Park",AZ
14874,"Chandler, AZ: Stellar Airpark",AZ
14943,"Show Low, AZ: Show Low Regional",AZ
15376,"Tucson, AZ: Tucson International",AZ
15413,"Taylor, AZ: Taylor Airport",AZ
15659,"Parker, AZ: Avi Suquilla",AZ
15864,"Whiteriver, AZ: Whiteriver Airport",AZ
16218,"Yuma, AZ: Yuma MCAS/Yuma International",AZ
16428,"Marble Canyon, AZ: Marble Canyon Airport",AZ
16451,"Salome, AZ: Sheepy Hollow Ranch",AZ
16561,"Springerville, AZ: Springerville Municipal",AZ
16639,"Gila Bend, AZ: Gila Bend Municipal",AZ
16837,"Colorado City, AZ: Colorado City Municipal",AZ
10012,"Blairstown, NJ: Blairstown Airport",NJ
10158,"Atlantic City, NJ: Atlantic City International",NJ
10227,"Atlantic City, NJ: Bader Field",NJ
10365,"Asbury Park, NJ: Asbury Park/Monmouth County",NJ
10670,"Belmar/Farmingdale, NJ: Monmouth Executive",NJ
10927,"Caldwell, NJ: Essex County",NJ
11618,"Newark, NJ: Newark Liberty International",NJ
12925,"Linden, NJ: Linden Airport",NJ
13015,"Mount Holly, NJ: South Jersey Regional",NJ
13321,"Millville, NJ: Millville Municipal",NJ
13338,"Toms River, NJ: Ocean County",NJ
13398,"Morristown, NJ: Morristown Municipal",NJ
13597,"Robbinsville, NJ: Trenton-Robbinsville",NJ
13650,"Lakehurst, NJ: Lakehurst/Maxfield Field",NJ
13685,"Berlin, NJ: Camden County",NJ
13686,"West Creek, NJ: Eagles Nest",NJ
14044,"Princeton, NJ: Princeton Airport",NJ
14461,"Red Bank, NJ: Greely Helipad",NJ
14899,"Somerville, NJ: Somerset",NJ
15167,"Teterboro, NJ: Teterboro Airport",NJ
15356,"Trenton, NJ: Trenton Mercer",NJ
15842,"Fort Dix, NJ: McGuire Field",NJ
15882,"Cape May, NJ: Cape May County",NJ
15964,"Lakewood, NJ: Lakewood Airport",NJ
16568,"Ocean City, NJ: Ocean City Municipal",NJ
16585,"Sussex, NJ: Sussex Airport",NJ
16625,"Lumberton, NJ: Flying W",NJ
16727,"New Jersey, NJ: Old Bridge",NJ
16792,"West Milford, NJ: Greenwood Lake",NJ
16851,"Cross Keys, NJ: Cross Keys Airport",NJ
16861,"Hackettstown, NJ: Hackettstown Airport",NJ
16924,"Reading, NJ: Solberg Hunterdon",NJ
10013,"Crosbyton, TX: Crosbyton Municipal",TX
10136,"Abilene, TX: Abilene Regional",TX
10155,"Waco, TX: Waco Regional",TX
10171,"Dallas, TX: Addison",TX
10194,"Dallas/Fort Worth, TX: Fort Worth Alliance",TX
10259,"Alpine, TX: Alpine Casparis Municipal",TX
10263,"Alice, TX: Alice International",TX
10279,"Amarillo, TX: Rick Husband Amarillo International",TX
10378,"Marshall, TX: Harrison County",TX
10423,"Austin, TX: Austin - Bergstrom International",TX
10442,"Andrews, TX: Andrews County",TX
10494,"Bay City, TX: Bay City Regional",TX
10572,"Borger, TX: Hutchinson County",TX
10582,"Big Spring, TX: Big Spring McMahon-Wrinkle",TX
10615,"El Paso, TX: Biggs AAF",TX
10728,"Beaumont/Port Arthur, TX: Jack Brooks Regional",TX
10747,"Brownsville, TX: Brownsville South Padre Island International",TX
10763,"Austin, TX: Bergstrom AFB",TX
10817,"Brownwood, TX: Brownwood Regional",TX
10853,"Brazoria, TX: Eagle Air Park",TX
11040,"Clear Lake City, TX: Clear Lake Metroport",TX
11049,"College Station/Bryan, TX: Easterwood Field",TX
11090,"Waco, TX: TSTC Waco",TX
11105,"Coleman, TX: Coleman Municipal",TX
11110,"Cotulla, TX: Cotulla-La Salle County",TX
11140,"Corpus Christi, TX: Corpus Christi International",TX
11143,"Corsicana, TX: C David Campbell Field-Corsicana Municipal",TX
11219,"Conroe, TX: Conroe North Houston Regional",TX
11259,"Dallas, TX: Dallas Love Field",TX
11298,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TX
11309,"Dalhart, TX: Dalhart Municipal",TX
11335,"Del Rio, TX: Laughlin AFB",TX
11355,"Dallas/Fort Worth, TX: Dallas North",TX
11415,"Del Rio, TX: Del Rio International",TX
11430,"Denton, TX: Denton Enterprise",TX
11453,"Houston, TX: David Wayne Hooks Memorial",TX
11459,"Abilene, TX: Dyess AFB",TX
11483,"Rocksprings, TX: Edwards County",TX
11495,"Houston, TX: Ellington",TX
11506,"Eagle Pass, TX: Eagle Pass Municipal",TX
11528,"Eagle Lake, TX: Eagle Lake Airport",TX
11540,"El Paso, TX: El Paso International",TX
11582,"Kerrville, TX: Kerrville Municipal/Louis Schreiner Field",TX
11597,"Eastland, TX: Eastland Municipal",TX
11633,"Roma, TX: Falcon State Park",TX
11780,"Ft. Stockton, TX: Fort Stockton Pecos County",TX
11789,"Dallas/Fort Worth, TX: Fort Worth Meacham International",TX
11800,"Sonora, TX: Sonora Municipal",TX
11824,"Fort Worth, TX: Fort Worth NAS JRB/Carswell Field",TX
11826,"Fort Worth, TX: Fort Worth Spinks",TX
11905,"Longview, TX: East Texas Regional",TX
11939,"Galveston, TX: Scholes International at Galveston",TX
11971,"Grand Prairie, TX: Grand Prairie Municipal",TX
11982,"Killeen, TX: Robert Gray AAF",TX
11999,"Dallas/Fort Worth, TX: Greater Southwest International",TX
12008,"Georgetown, TX: Georgetown Municipal",TX
12031,"Greenville, TX: Majors",TX
12083,"Hebbronville, TX: Jim Hogg County",TX
12085,"Big Spring, TX: Howard County",TX
12191,"Houston, TX: William P Hobby",TX
12206,"Harlingen/San Benito, TX: Valley International",TX
12266,"Houston, TX: George Bush Intercontinental/Houston",TX
12319,"Killeen, TX: Skylark Field",TX
12415,"Houston, TX: West Houston",TX
12463,"Dallas/Fort Worth, TX: Downtown Heliport",TX
12470,"Houston, TX: Houston Central Business District Heliport",TX
12486,"Houston, TX: Greenway Plaza Heliport",TX
12487,"Houston, TX: Transco Tower Galleria Heliport",TX
12508,"Jacksonville, TX: Cherokee County",TX
12513,"Houston, TX: Astrodome",TX
12543,"Houston, TX: Park Ten Helipad",TX
12573,"Houston, TX: Westchase Heliport",TX
12598,"Arlington, TX: Arlington Municipal",TX
12896,"Lubbock, TX: Lubbock Preston Smith International",TX
12948,"Lufkin, TX: Angelina County",TX
12999,"Lake Jackson, TX: Brazoria County",TX
13038,"Laredo, TX: Laredo Municipal",TX
13061,"Laredo, TX: Laredo International",TX
13158,"Midland/Odessa, TX: Midland International Air and Space Port",TX
13214,"San Antonio, TX: Martindale AHP",TX
13217,"Midland/Odessa, TX: Midland Airpark",TX
13256,"Mission/McAllen/Edinburg, TX: McAllen Miller International",TX
13266,"Fort Worth, TX: Mangham Field",TX
13448,"Mount Pleasant, TX: Mount Pleasant Municipal",TX
13547,"Mineral Wells, TX: Mineral Wells Regional",TX
13665,"Corpus Christi, TX: Corpus Christi NAS",TX
13733,"Kingsville, TX: Kingsville NAS",TX
13810,"Nacogdoches, TX: Nacogdoches A L Mangham Jr Regional",TX
13995,"Ozona, TX: Ozona Municipal",TX
14070,"Pecos City, TX: Pecos Municipal",TX
14194,"Sherman-Denison, TX: Sherman-Denison Airport",TX
14247,"Paris, TX: Cox Field",TX
14260,"Palestine, TX: Palestine Municipal",TX
14265,"Palacios, TX: Palacios Municipal",TX
14315,"Plainview, TX: Hale County",TX
14348,"Houston, TX: Astrodomain Helipad",TX
14375,"Levelland, TX: Levelland Airport",TX
14388,"Houston, TX: Astroworld Helipad",TX
14391,"Houston, TX: Houston Metro-/Ho",TX
14399,"Houston, TX: Marriot Helipad Hou.",TX
14409,"Houston, TX: Post Oak Manor",TX
14435,"San Marcos, TX: San Marcos Regional",TX
14465,"Dallas/Fort Worth, TX: Dallas Executive",TX
14498,"Lubbock, TX: Reese AFB",TX
14541,"Rockport, TX: Aransas County",TX
14565,"San Antonio, TX: Randolph AFB",TX
14612,"Lubbock, TX: Lubbock Executive Airpark",TX
14617,"Comanche, TX: Comanche County-City",TX
14683,"San Antonio, TX: San Antonio International",TX
14792,"Sugar Land, TX: Sugar Land Regional",TX
14842,"San Angelo, TX: San Angelo Regional/Mathis Field",TX
14853,"San Antonio, TX: Kelly Field",TX
14881,"Sulphur Springs, TX: Sulphur Springs Municipal",TX
14915,"Snyder, TX: Winston Field",TX
14960,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TX
15078,"Sweetwater, TX: Avenger Field",TX
15164,"Amarillo, TX: Tradewind",TX
15310,"Temple, TX: Draughon-Miller Central Texas Regional",TX
15393,"Mesquite, TX: Mesquite Metro",TX
15394,"Denver City, TX: Denver City Airport",TX
15395,"Port Isabel, TX: Port Isabel - Cameron County",TX
15396,"Ballinger, TX: Bruce Field",TX
15397,"Cleburne, TX: Cleburne Regional",TX
15398,"Horseshoe Bay, TX: Horseshoe Bay Resort",TX
15399,"Post, TX: Post Garza County Municipal",TX
15411,"Tyler, TX: Tyler Pounds Regional",TX
15511,"Uvalde, TX: Garner Field",TX
15569,"Victoria, TX: Victoria Regional",TX
15653,"Midland/Odessa, TX: Odessa Schlemeyer Field",TX
15669,"Hondo, TX: South Texas Regional at Hondo",TX
15683,"Mineola, TX: Mineola Wisener Field",TX
15759,"Wharton, TX: Wharton Regional",TX
15963,"Clarendon, TX: Smiley Johnson Municipal/Bass Field",TX
16412,"Slaton, TX: Slaton Municipal",TX
16440,"Austin, TX: Robert Mueller Municipal",TX
16549,"Winters, TX: Winters Municipal",TX
16555,"Midlothian/Waxahachie, TX: Mid Way Regional",TX
16658,"Gainesville, TX: Gainesville Municipal",TX
16659,"Wichita Falls, TX: Kickapoo Downtown",TX
16665,"Brady, TX: Curtis Field",TX
16679,"Marfa, TX: Marfa Municipal",TX
16694,"Hereford, TX: Hereford Municipal",TX
16699,"Junction, TX: Kimble County",TX
16702,"Encino, TX: El Coyote Ranch",TX
16706,"Austin, TX: Austin Executive Airpark",TX
16709,"Castroville, TX: Castroville Municipal",TX
16745,"Houston, TX: Houston Executive",TX
16749,"China Spring, TX: Wildcat Canyon",TX
16755,"Dallas, TX: McKinney National",TX
16785,"Carrizo Springs, TX: Dimmit County",TX
16789,"Van Horn, TX: Culberson County",TX
16791,"Terrell, TX: Terrell Municipal",TX
16853,"Dumas, TX: Moore County",TX
16857,"San Antonio, TX: Stinson Municipal",TX
16879,"Llano, TX: Llano Municipal",TX
16880,"Lancaster, TX: Lancaster Regional",TX
16897,"Brenham, TX: Brenham Municipal",TX
16900,"Lajitas, TX: Lajitas International",TX
16902,"Beaumont, TX: Beaumont Municipal",TX
16909,"Edinburg, TX: South Texas International at Edinburg",TX
16916,"Leakey, TX: Real County",TX
16917,"Baytown, TX: Baytown Airport",TX
16919,"Graford, TX: Possum Kingdom",TX
16926,"Waco, TX: McGregor Executive",TX
16942,"Center, TX: Center Municipal",TX
10122,"Apalachicola, FL: Apalachicola Regional Cleve Randolph Field",FL
10329,"Naples, FL: Naples Municipal",FL
10433,"Avon Park, FL: Avon Park Executive",FL
10519,"Boca Raton, FL: Boca Raton Public",FL
10722,"Bartow, FL: Bartow Executive",FL
10947,"Crestview, FL: Bob Sikes",FL
11099,"Cocoa Beach, FL: Patrick AFB",FL
11136,"Jacksonville, FL: Jacksonville Executive at Craig",FL
11175,"Cross City, FL: Cross City Airport",FL
11252,"Daytona Beach, FL: Daytona Beach International",FL
11383,"Sebastian, FL: Sebastian Municipal",FL
11394,"New Smyrna Beach, FL: New Smyrna Beach Municipal",FL
11405,"Cape Canaveral, FL: Cape Canaveral AFS Skid Strip",FL
11421,"Destin, FL: Destin Executive",FL
11454,"Orlando, FL: Walt Disney World",FL
11481,"Panama City, FL: Northwest Florida Beaches International",FL
11504,"Crestview, FL: Duke Field",FL
11624,"Key West, FL: Key West International",FL
11686,"Zephyrhills, FL: Zephyrhills Municipal",FL
11687,"Valkaria, FL: Valkaria Airport",FL
11688,"Chipley, FL: Vosikas",FL
11689,"Bunnell, FL: Flagler Executive",FL
11690,"Williston, FL: Williston Municipal",FL
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",FL
11714,"Fort Myers, FL: Page Field",FL
11732,"Fort Pierce, FL: Treasure Coast International",FL
11733,"Perry, FL: Perry-Foley",FL
11827,"Fort Lauderdale, FL: Fort Lauderdale Executive",FL
11953,"Gainesville, FL: Gainesville Regional",FL
12216,"Homestead, FL: Homestead ARB",FL
12333,"Immokalee, FL: Immokalee Regional",FL
12388,"Orlando, FL: Kissimmee Gateway",FL
12451,"Jacksonville, FL: Jacksonville International",FL
12467,"Miami, FL: Miami Downtown Heliport",FL
12595,"Brooksville, FL: Brooksville Tampa Bay Regional",FL
12661,"Key Largo, FL: Ocean Reef Club",FL
12882,"Lakeland, FL: Lakeland Linder International",FL
12934,"Leesburg, FL: Leesburg International",FL
13195,"Tampa, FL: Macdill AFB",FL
13204,"Orlando, FL: Orlando International",FL
13303,"Miami, FL: Miami International",FL
13360,"Melbourne, FL: Melbourne International",FL
13439,"Miami, FL: Watson Island International",FL
